CN,INVYR,LICHEN_REGION,LICH_SPPCD,MEASYEAR,LICHEN_REGION_DESCR,SPP_ACRONYM,GENUS,SUM_ABUNDANCE,FREQUENCY_PCT,SPECIES,PLOTS_IN_REGION,CREATED_DATE,MODIFIED_DATE
696677511126144,2003,4,6104,2003,West Coast                              ,Planor,Platismatia                             ,12.0,2,norvegica                               ,218,2019-08-22 17:25:49,
696677512126144,2003,4,6105,2003,West Coast                              ,Plaste,Platismatia                             ,50.0,9,stenophylla                             ,218,2019-08-22 17:25:49,
696677513126144,2003,4,6202,2003,West Coast                              ,Polmus,Polychidium                             ,3.0,0,muscicola                               ,218,2019-08-22 17:25:49,
696677514126144,2003,4,6401,2003,West Coast                              ,Pcyano,Pseudocyphellaria                       ,46.0,9,anomala                                 ,218,2019-08-22 17:25:49,
696677515126144,2003,4,6402,2003,West Coast                              ,Pcyant,Pseudocyphellaria                       ,43.0,7,anthraspis                              ,218,2019-08-22 17:25:49,
696677516126144,2003,4,6404,2003,West Coast                              ,Pcycro,Pseudocyphellaria                       ,3.0,0,crocata                                 ,218,2019-08-22 17:25:49,
696677517126144,2003,4,6703,2003,West Coast                              ,Punbor,Punctelia                               ,3.0,0,borreri                                 ,218,2019-08-22 17:25:49,
696677518126144,2003,4,6706,2003,West Coast                              ,Punper,Punctelia                               ,13.0,2,perreticulata                           ,218,2019-08-22 17:25:49,
696677522126144,2003,4,6922,2003,West Coast                              ,Rammen,Ramalina                                ,3.0,0,menziesii                               ,218,2019-08-22 17:25:49,
696677519126144,2003,4,6711,2003,West Coast                              ,Punsub,Punctelia                               ,2.0,0,subrudecta                              ,218,2019-08-22 17:25:49,
696677520126144,2003,4,6910,2003,West Coast                              ,Ramdil,Ramalina                                ,23.0,4,dilacerata                              ,218,2019-08-22 17:25:49,
696677521126144,2003,4,6912,2003,West Coast                              ,Ramfar,Ramalina                                ,98.0,18,farinacea                               ,218,2019-08-22 17:25:49,
696677523126144,2003,4,6929,2003,West Coast                              ,Ramroe,Ramalina                                ,7.0,1,roesleri                                ,218,2019-08-22 17:25:49,
696677524126144,2003,4,6934,2003,West Coast                              ,Ramsle,Ramalina                                ,6.0,1,subleptocarpha                          ,218,2019-08-22 17:25:49,
696677525126144,2003,4,6937,2003,West Coast                              ,Ramthr,Ramalina                                ,3.0,0,thrausta                                ,218,2019-08-22 17:25:49,
696677526126144,2003,4,7402,2003,West Coast                              ,Sphglo,Sphaerophorus                           ,46.0,9,globosus                                ,218,2019-08-22 17:25:49,
696677527126144,2003,4,7502,2003,West Coast                              ,Stiful,Sticta                                  ,5.0,1,fuliginosa                              ,218,2019-08-22 17:25:49,
696677528126144,2003,4,7702,2003,West Coast                              ,Telexi,Teloschistes                            ,4.0,1,exilis                                  ,218,2019-08-22 17:25:49,
696677529126144,2003,4,8000,2003,West Coast                              ,Usn   ,Usnea                                   ,11.0,3,,218,2019-08-22 17:25:49,
696677530126144,2003,4,8007,2003,West Coast                              ,Usnari,Usnea                                   ,8.0,1,arizonica                               ,218,2019-08-22 17:25:49,
696677531126144,2003,4,8013,2003,West Coast                              ,Usncav,Usnea                                   ,11.0,2,cavernosa                               ,218,2019-08-22 17:25:49,
696677532126144,2003,4,8019,2003,West Coast                              ,Usncor,Usnea                                   ,25.0,4,cornuta                                 ,218,2019-08-22 17:25:49,
696677533126144,2003,4,8023,2003,West Coast                              ,Usndip,Usnea                                   ,20.0,3,diplotypus                              ,218,2019-08-22 17:25:49,
696677534126144,2003,4,8029,2003,West Coast                              ,Usnfil,Usnea                                   ,98.0,17,filipendula                             ,218,2019-08-22 17:25:49,
696677535126144,2003,4,8036,2003,West Coast                              ,Usngla,Usnea                                   ,48.0,8,glabrata                                ,218,2019-08-22 17:25:49,
696677536126144,2003,4,8041,2003,West Coast                              ,Usnhir,Usnea                                   ,3.0,0,hirta                                   ,218,2019-08-22 17:25:49,
696677537126144,2003,4,8044,2003,West Coast                              ,Usnlap,Usnea                                   ,51.0,9,lapponica                               ,218,2019-08-22 17:25:49,
696677538126144,2003,4,8046,2003,West Coast                              ,Usnlon,Usnea                                   ,5.0,1,longissima                              ,218,2019-08-22 17:25:49,
696677539126144,2003,4,8065,2003,West Coast                              ,Usnsca,Usnea                                   ,49.0,8,scabrata                                ,218,2019-08-22 17:25:49,
696677540126144,2003,4,8072,2003,West Coast                              ,Usnsub,Usnea                                   ,34.0,6,subfloridana                            ,218,2019-08-22 17:25:49,
696677541126144,2003,4,8077,2003,West Coast                              ,Usnsst,Usnea                                   ,9.0,1,substerilis                             ,218,2019-08-22 17:25:49,
696677542126144,2003,4,8084,2003,West Coast                              ,Usnwir,Usnea                                   ,50.0,8,wirthii                                 ,218,2019-08-22 17:25:49,
696677543126144,2003,4,8093,2003,West Coast                              ,Usnpcf,Usnea                                   ,10.0,2,pacificana                              ,218,2019-08-22 17:25:49,
696677544126144,2003,4,8151,2003,West Coast                              ,Vulcan,Vulpicida                               ,62.0,12,canadensis                              ,218,2019-08-22 17:25:49,
696677545126144,2003,4,8152,2003,West Coast                              ,Vulpin,Vulpicida                               ,1.0,0,pinastri                                ,218,2019-08-22 17:25:49,
696677546126144,2003,4,8200,2003,West Coast                              ,Xan   ,Xanthoria                               ,4.0,1,,218,2019-08-22 17:25:49,
696677547126144,2003,4,8201,2003,West Coast                              ,Xancan,Xanthoria                               ,19.0,4,candelaria                              ,218,2019-08-22 17:25:49,
696677548126144,2003,4,8203,2003,West Coast                              ,Xanfal,Xanthomendoza                           ,18.0,3,fallax                                  ,218,2019-08-22 17:25:49,
696677549126144,2003,4,8204,2003,West Coast                              ,Xanhas,Xanthomendoza                           ,51.0,8,hasseana                                ,218,2019-08-22 17:25:49,
696677550126144,2003,4,8207,2003,West Coast                              ,Xanpol,Xanthoria                               ,53.0,8,polycarpa                               ,218,2019-08-22 17:25:49,
696677551126144,2003,4,8210,2003,West Coast                              ,Xanful,Xanthomendoza                           ,3.0,0,fulva                                   ,218,2019-08-22 17:25:49,
696677552126144,2003,4,8215,2003,West Coast                              ,Xanore,Xanthomendoza                           ,61.0,10,oregana                                 ,218,2019-08-22 17:25:49,
696677553126144,2003,4,8218,2003,West Coast                              ,Xanulo,Xanthomendoza                           ,6.0,1,ulophyllodes                            ,218,2019-08-22 17:25:49,
696677554126144,2003,4,8301,2003,West Coast                              ,Cndcon,Candelaria                              ,97.0,16,concolor                                ,218,2019-08-22 17:25:49,
696677555126144,2003,4,8401,2003,West Coast                              ,Lpcalb,Leptochidium                            ,3.0,0,albociliatum                            ,218,2019-08-22 17:25:49,
696677556126144,2003,4,9999,2003,West Coast                              ,unk   ,unknown                                 ,2.0,0,,218,2019-08-22 17:25:49,
696677722126144,2004,4,610,2004,West Coast                              ,Bryfus,Bryoria                                 ,2.0,0,fuscescens                              ,234,2019-08-22 17:25:49,
696677719126144,2004,4,205,2004,West Coast                              ,Alesar,Alectoria                               ,35.0,6,sarmentosa                              ,234,2019-08-22 17:25:49,
696677720126144,2004,4,602,2004,West Coast                              ,Brybic,Bryoria                                 ,21.0,3,bicolor                                 ,234,2019-08-22 17:25:49,
696677721126144,2004,4,603,2004,West Coast                              ,Brycap,Bryoria                                 ,3.0,0,capillaris                              ,234,2019-08-22 17:25:49,
696677723126144,2004,4,611,2004,West Coast                              ,Brygla,Bryoria                                 ,21.0,3,glabra                                  ,234,2019-08-22 17:25:49,
696677724126144,2004,4,618,2004,West Coast                              ,Brypse,Bryoria                                 ,15.0,2,pseudofuscescens                        ,234,2019-08-22 17:25:49,
696677725126144,2004,4,625,2004,West Coast                              ,Brytri,Bryoria                                 ,16.0,3,trichodes                               ,234,2019-08-22 17:25:49,
696677726126144,2004,4,901,2004,West Coast                              ,Cavhul,Cavernularia                            ,12.0,2,hultenii                                ,234,2019-08-22 17:25:49,
696677727126144,2004,4,902,2004,West Coast                              ,Cavlop,Cavernularia                            ,3.0,0,lophyrea                                ,234,2019-08-22 17:25:49,
696677728126144,2004,4,1005,2004,West Coast                              ,Cetchl,Cetraria                                ,14.0,3,chlorophylla                            ,234,2019-08-22 17:25:49,
696677729126144,2004,4,1015,2004,West Coast                              ,Cetpin,Cetraria                                ,4.0,1,pinastri                                ,234,2019-08-22 17:25:49,
696677730126144,2004,4,1208,2004,West Coast                              ,Clacar,Cladonia                                ,3.0,0,carneola                                ,234,2019-08-22 17:25:49,
696677731126144,2004,4,1209,2004,West Coast                              ,Clacen,Cladonia                                ,2.0,0,cenotea                                 ,234,2019-08-22 17:25:49,
696677732126144,2004,4,1210,2004,West Coast                              ,Clachl,Cladonia                                ,1.0,0,chlorophaea                             ,234,2019-08-22 17:25:49,
696677733126144,2004,4,1215,2004,West Coast                              ,Cladef,Cladonia                                ,4.0,1,deformis                                ,234,2019-08-22 17:25:49,
696677734126144,2004,4,1228,2004,West Coast                              ,Claoch,Cladonia                                ,20.0,3,ochrochlora                             ,234,2019-08-22 17:25:49,
696677735126144,2004,4,1236,2004,West Coast                              ,Clasqu,Cladonia                                ,9.0,1,squamosa                                ,234,2019-08-22 17:25:49,
696677736126144,2004,4,1240,2004,West Coast                              ,Clatra,Cladonia                                ,3.0,0,transcendens                            ,234,2019-08-22 17:25:49,
696677737126144,2004,4,1244,2004,West Coast                              ,Clafur,Cladonia                                ,2.0,0,furcata                                 ,234,2019-08-22 17:25:49,
696677738126144,2004,4,1253,2004,West Coast                              ,Claalb,Cladonia                                ,1.0,0,albonigra                               ,234,2019-08-22 17:25:49,
696677739126144,2004,4,1256,2004,West Coast                              ,Clabel,Cladonia                                ,12.0,2,bellidiflora                            ,234,2019-08-22 17:25:49,
696677740126144,2004,4,1259,2004,West Coast                              ,Claecm,Cladonia                                ,2.0,0,ecmocyna                                ,234,2019-08-22 17:25:49,
696677741126144,2004,4,1262,2004,West Coast                              ,Clacor,Cladonia                                ,5.0,1,cornuta                                 ,234,2019-08-22 17:25:49,
696677742126144,2004,4,1267,2004,West Coast                              ,Claple,Cladonia                                ,18.0,3,pleurota                                ,234,2019-08-22 17:25:49,
696677743126144,2004,4,2658,2004,West Coast                              ,Panpac,Fuscopannaria                           ,3.0,0,pacifica                                ,234,2019-08-22 17:25:49,
696677744126144,2004,4,3101,2004,West Coast                              ,Hypapi,Hypogymnia                              ,18.0,3,apinnata                                ,234,2019-08-22 17:25:49,
696677745126144,2004,4,3103,2004,West Coast                              ,Hypbit,Hypogymnia                              ,2.0,0,bitteri                                 ,234,2019-08-22 17:25:49,
696677746126144,2004,4,3104,2004,West Coast                              ,Hypdup,Hypogymnia                              ,20.0,3,duplicata                               ,234,2019-08-22 17:25:49,
696677747126144,2004,4,3105,2004,West Coast                              ,Hypent,Hypogymnia                              ,14.0,3,enteromorpha                            ,234,2019-08-22 17:25:49,
696677748126144,2004,4,3114,2004,West Coast                              ,Hypocc,Hypogymnia                              ,3.0,0,occidentalis                            ,234,2019-08-22 17:25:49,
696677749126144,2004,4,3116,2004,West Coast                              ,Hypphy,Hypogymnia                              ,15.0,2,physodes                                ,234,2019-08-22 17:25:49,
696677750126144,2004,4,3118,2004,West Coast                              ,Hyppul,Hypogymnia                              ,3.0,0,pulverata                               ,234,2019-08-22 17:25:49,
696677751126144,2004,4,3121,2004,West Coast                              ,Hyptub,Hypogymnia                              ,3.0,1,tubulosa                                ,234,2019-08-22 17:25:49,
696677752126144,2004,4,3122,2004,West Coast                              ,Hypvit,Hypogymnia                              ,2.0,0,vittata                                 ,234,2019-08-22 17:25:49,
696677753126144,2004,4,3219,2004,West Coast                              ,Htrsin,Hypotrachyna                            ,3.0,0,sinuosa                                 ,234,2019-08-22 17:25:49,
696677754126144,2004,4,3631,2004,West Coast                              ,Lepsat,Leptogium                               ,2.0,0,saturninum                              ,234,2019-08-22 17:25:49,
696677755126144,2004,4,3903,2004,West Coast                              ,Loblin,Lobaria                                 ,16.0,3,linita                                  ,234,2019-08-22 17:25:49,
696677756126144,2004,4,3904,2004,West Coast                              ,Lobore,Lobaria                                 ,15.0,2,oregana                                 ,234,2019-08-22 17:25:49,
696677757126144,2004,4,3905,2004,West Coast                              ,Lobpul,Lobaria                                 ,11.0,2,pulmonaria                              ,234,2019-08-22 17:25:49,
696677758126144,2004,4,3909,2004,West Coast                              ,Lobscr,Lobaria                                 ,11.0,2,scrobiculata                            ,234,2019-08-22 17:25:49,
696677759126144,2004,4,4017,2004,West Coast                              ,Melsol,Melanohalea                             ,3.0,0,subolivacea                             ,234,2019-08-22 17:25:49,
696677760126144,2004,4,4402,2004,West Coast                              ,Nepbel,Nephroma                                ,11.0,2,bellum                                  ,234,2019-08-22 17:25:49,
696677761126144,2004,4,4403,2004,West Coast                              ,Nephel,Nephroma                                ,9.0,1,helveticum                              ,234,2019-08-22 17:25:49,
696677762126144,2004,4,4404,2004,West Coast                              ,Nepisi,Nephroma                                ,3.0,0,isidiosum                               ,234,2019-08-22 17:25:49,
696677763126144,2004,4,4409,2004,West Coast                              ,Neparc,Nephroma                                ,3.0,0,arcticum                                ,234,2019-08-22 17:25:49,
696677764126144,2004,4,4552,2004,West Coast                              ,Nodore,Nodobryoria                             ,1.0,0,oregana                                 ,234,2019-08-22 17:25:49,
696677765126144,2004,4,4802,2004,West Coast                              ,Parhyg,Parmelia                                ,10.0,2,hygrophila                              ,234,2019-08-22 17:25:49,
696677766126144,2004,4,4803,2004,West Coast                              ,Parpse,Parmelia                                ,6.0,1,pseudosulcata                           ,234,2019-08-22 17:25:49,
696677767126144,2004,4,4806,2004,West Coast                              ,Parsul,Parmelia                                ,18.0,3,sulcata                                 ,234,2019-08-22 17:25:49,
696677768126144,2004,4,5202,2004,West Coast                              ,Pophyp,Parmeliopsis                            ,17.0,3,hyperopta                               ,234,2019-08-22 17:25:49,
696677769126144,2004,4,5502,2004,West Coast                              ,Pelbri,Peltigera                               ,9.0,1,britannica                              ,234,2019-08-22 17:25:49,
696677770126144,2004,4,5507,2004,West Coast                              ,Pelmem,Peltigera                               ,3.0,0,membranacea                             ,234,2019-08-22 17:25:49,
696677771126144,2004,4,5509,2004,West Coast                              ,Pelneo,Peltigera                               ,14.0,2,neopolydactyla                          ,234,2019-08-22 17:25:49,
696677772126144,2004,4,5510,2004,West Coast                              ,Pelpac,Peltigera                               ,3.0,0,pacifica                                ,234,2019-08-22 17:25:49,
696677773126144,2004,4,5517,2004,West Coast                              ,Pelsca,Peltigera                               ,3.0,0,scabrosa                                ,234,2019-08-22 17:25:49,
696677774126144,2004,4,6101,2004,West Coast                              ,Plagla,Platismatia                             ,30.0,4,glauca                                  ,234,2019-08-22 17:25:49,
696677775126144,2004,4,6102,2004,West Coast                              ,Plaher,Platismatia                             ,8.0,2,herrei                                  ,234,2019-08-22 17:25:49,
696677776126144,2004,4,6103,2004,West Coast                              ,Plalac,Platismatia                             ,9.0,1,lacunosa                                ,234,2019-08-22 17:25:49,
696677777126144,2004,4,6104,2004,West Coast                              ,Planor,Platismatia                             ,19.0,3,norvegica                               ,234,2019-08-22 17:25:49,
696677778126144,2004,4,6203,2004,West Coast                              ,Polcon,Polychidium                             ,9.0,1,contortum                               ,234,2019-08-22 17:25:49,
696677779126144,2004,4,6401,2004,West Coast                              ,Pcyano,Pseudocyphellaria                       ,4.0,1,anomala                                 ,234,2019-08-22 17:25:49,
696677780126144,2004,4,6408,2004,West Coast                              ,Pcyper,Pseudocyphellaria                       ,4.0,1,perpetua                                ,234,2019-08-22 17:25:49,
696677781126144,2004,4,6910,2004,West Coast                              ,Ramdil,Ramalina                                ,8.0,1,dilacerata                              ,234,2019-08-22 17:25:49,
696677782126144,2004,4,6912,2004,West Coast                              ,Ramfar,Ramalina                                ,5.0,1,farinacea                               ,234,2019-08-22 17:25:49,
696677783126144,2004,4,6929,2004,West Coast                              ,Ramroe,Ramalina                                ,6.0,1,roesleri                                ,234,2019-08-22 17:25:49,
696677784126144,2004,4,7402,2004,West Coast                              ,Sphglo,Sphaerophorus                           ,31.0,5,globosus                                ,234,2019-08-22 17:25:49,
696677785126144,2004,4,7502,2004,West Coast                              ,Stiful,Sticta                                  ,6.0,1,fuliginosa                              ,234,2019-08-22 17:25:49,
696677786126144,2004,4,8044,2004,West Coast                              ,Usnlap,Usnea                                   ,4.0,1,lapponica                               ,234,2019-08-22 17:25:49,
696677805126144,2005,4,602,2005,West Coast                              ,Brybic,Bryoria                                 ,6.0,1,bicolor                                 ,244,2019-08-22 17:25:50,
696677802126144,2005,4,202,2005,West Coast                              ,Aleims,Alectoria                               ,3.0,0,imshaugii                               ,244,2019-08-22 17:25:50,
696677803126144,2005,4,205,2005,West Coast                              ,Alesar,Alectoria                               ,44.0,6,sarmentosa                              ,244,2019-08-22 17:25:50,
696677804126144,2005,4,501,2005,West Coast                              ,Brcpse,Bryocaulon                              ,3.0,0,pseudosatoanum                          ,244,2019-08-22 17:25:50,
696677806126144,2005,4,603,2005,West Coast                              ,Brycap,Bryoria                                 ,3.0,0,capillaris                              ,244,2019-08-22 17:25:50,
696677807126144,2005,4,605,2005,West Coast                              ,Brycer,Bryoria                                 ,2.0,0,cervinula                               ,244,2019-08-22 17:25:50,
696677808126144,2005,4,610,2005,West Coast                              ,Bryfus,Bryoria                                 ,2.0,0,fuscescens                              ,244,2019-08-22 17:25:50,
696677809126144,2005,4,611,2005,West Coast                              ,Brygla,Bryoria                                 ,17.0,2,glabra                                  ,244,2019-08-22 17:25:50,
696677810126144,2005,4,618,2005,West Coast                              ,Brypse,Bryoria                                 ,3.0,0,pseudofuscescens                        ,244,2019-08-22 17:25:50,
696677811126144,2005,4,625,2005,West Coast                              ,Brytri,Bryoria                                 ,23.0,3,trichodes                               ,244,2019-08-22 17:25:50,
696677812126144,2005,4,901,2005,West Coast                              ,Cavhul,Cavernularia                            ,11.0,2,hultenii                                ,244,2019-08-22 17:25:50,
696677813126144,2005,4,902,2005,West Coast                              ,Cavlop,Cavernularia                            ,1.0,0,lophyrea                                ,244,2019-08-22 17:25:50,
696677814126144,2005,4,1005,2005,West Coast                              ,Cetchl,Cetraria                                ,15.0,2,chlorophylla                            ,244,2019-08-22 17:25:50,
696677815126144,2005,4,1208,2005,West Coast                              ,Clacar,Cladonia                                ,10.0,2,carneola                                ,244,2019-08-22 17:25:50,
696677816126144,2005,4,1209,2005,West Coast                              ,Clacen,Cladonia                                ,3.0,0,cenotea                                 ,244,2019-08-22 17:25:50,
696677817126144,2005,4,1210,2005,West Coast                              ,Clachl,Cladonia                                ,7.0,1,chlorophaea                             ,244,2019-08-22 17:25:50,
696677818126144,2005,4,1211,2005,West Coast                              ,Clacon,Cladonia                                ,6.0,1,coniocraea                              ,244,2019-08-22 17:25:50,
696677819126144,2005,4,1228,2005,West Coast                              ,Claoch,Cladonia                                ,21.0,3,ochrochlora                             ,244,2019-08-22 17:25:50,
696677820126144,2005,4,1233,2005,West Coast                              ,Clapyx,Cladonia                                ,3.0,0,pyxidata                                ,244,2019-08-22 17:25:50,
696677821126144,2005,4,1236,2005,West Coast                              ,Clasqu,Cladonia                                ,21.0,3,squamosa                                ,244,2019-08-22 17:25:50,
696677822126144,2005,4,1238,2005,West Coast                              ,Classq,Cladonia                                ,5.0,1,squamosa v. subsquamosa                 ,244,2019-08-22 17:25:50,
696677823126144,2005,4,1240,2005,West Coast                              ,Clatra,Cladonia                                ,11.0,2,transcendens                            ,244,2019-08-22 17:25:50,
696677824126144,2005,4,1241,2005,West Coast                              ,Claumb,Cladonia                                ,6.0,1,umbricola                               ,244,2019-08-22 17:25:50,
696677825126144,2005,4,1253,2005,West Coast                              ,Claalb,Cladonia                                ,2.0,0,albonigra                               ,244,2019-08-22 17:25:50,
696677826126144,2005,4,1256,2005,West Coast                              ,Clabel,Cladonia                                ,21.0,3,bellidiflora                            ,244,2019-08-22 17:25:50,
696677827126144,2005,4,1262,2005,West Coast                              ,Clacor,Cladonia                                ,10.0,2,cornuta                                 ,244,2019-08-22 17:25:50,
696677828126144,2005,4,3101,2005,West Coast                              ,Hypapi,Hypogymnia                              ,18.0,3,apinnata                                ,244,2019-08-22 17:25:50,
696677829126144,2005,4,3104,2005,West Coast                              ,Hypdup,Hypogymnia                              ,37.0,5,duplicata                               ,244,2019-08-22 17:25:50,
696677830126144,2005,4,3105,2005,West Coast                              ,Hypent,Hypogymnia                              ,26.0,4,enteromorpha                            ,244,2019-08-22 17:25:50,
696677831126144,2005,4,3115,2005,West Coast                              ,Hypoce,Hypogymnia                              ,4.0,1,oceanica                                ,244,2019-08-22 17:25:50,
696677832126144,2005,4,3116,2005,West Coast                              ,Hypphy,Hypogymnia                              ,11.0,2,physodes                                ,244,2019-08-22 17:25:50,
696677833126144,2005,4,3122,2005,West Coast                              ,Hypvit,Hypogymnia                              ,4.0,1,vittata                                 ,244,2019-08-22 17:25:50,
696677834126144,2005,4,3631,2005,West Coast                              ,Lepsat,Leptogium                               ,4.0,1,saturninum                              ,244,2019-08-22 17:25:50,
696677835126144,2005,4,3903,2005,West Coast                              ,Loblin,Lobaria                                 ,35.0,5,linita                                  ,244,2019-08-22 17:25:50,
696677836126144,2005,4,3904,2005,West Coast                              ,Lobore,Lobaria                                 ,26.0,4,oregana                                 ,244,2019-08-22 17:25:50,
696677837126144,2005,4,3905,2005,West Coast                              ,Lobpul,Lobaria                                 ,2.0,0,pulmonaria                              ,244,2019-08-22 17:25:50,
696677838126144,2005,4,3909,2005,West Coast                              ,Lobscr,Lobaria                                 ,2.0,0,scrobiculata                            ,244,2019-08-22 17:25:50,
696677839126144,2005,4,4010,2005,West Coast                              ,Melmul,Melanohalea                             ,6.0,1,multispora                              ,244,2019-08-22 17:25:50,
696677840126144,2005,4,4402,2005,West Coast                              ,Nepbel,Nephroma                                ,15.0,2,bellum                                  ,244,2019-08-22 17:25:50,
696677841126144,2005,4,4403,2005,West Coast                              ,Nephel,Nephroma                                ,4.0,1,helveticum                              ,244,2019-08-22 17:25:50,
696677842126144,2005,4,4407,2005,West Coast                              ,Neppar,Nephroma                                ,3.0,0,parile                                  ,244,2019-08-22 17:25:50,
696677843126144,2005,4,4409,2005,West Coast                              ,Neparc,Nephroma                                ,3.0,0,arcticum                                ,244,2019-08-22 17:25:50,
696677844126144,2005,4,4802,2005,West Coast                              ,Parhyg,Parmelia                                ,9.0,1,hygrophila                              ,244,2019-08-22 17:25:50,
696677845126144,2005,4,4803,2005,West Coast                              ,Parpse,Parmelia                                ,18.0,2,pseudosulcata                           ,244,2019-08-22 17:25:50,
696677846126144,2005,4,4806,2005,West Coast                              ,Parsul,Parmelia                                ,12.0,2,sulcata                                 ,244,2019-08-22 17:25:50,
696677847126144,2005,4,5202,2005,West Coast                              ,Pophyp,Parmeliopsis                            ,30.0,5,hyperopta                               ,244,2019-08-22 17:25:50,
696677848126144,2005,4,5502,2005,West Coast                              ,Pelbri,Peltigera                               ,24.0,4,britannica                              ,244,2019-08-22 17:25:50,
696677849126144,2005,4,5503,2005,West Coast                              ,Pelcol,Peltigera                               ,6.0,1,collina                                 ,244,2019-08-22 17:25:50,
696677850126144,2005,4,5507,2005,West Coast                              ,Pelmem,Peltigera                               ,8.0,1,membranacea                             ,244,2019-08-22 17:25:50,
696677851126144,2005,4,5509,2005,West Coast                              ,Pelneo,Peltigera                               ,23.0,3,neopolydactyla                          ,244,2019-08-22 17:25:50,
696677852126144,2005,4,6101,2005,West Coast                              ,Plagla,Platismatia                             ,41.0,6,glauca                                  ,244,2019-08-22 17:25:50,
696677853126144,2005,4,6102,2005,West Coast                              ,Plaher,Platismatia                             ,21.0,4,herrei                                  ,244,2019-08-22 17:25:50,
696677854126144,2005,4,6103,2005,West Coast                              ,Plalac,Platismatia                             ,6.0,1,lacunosa                                ,244,2019-08-22 17:25:50,
696677855126144,2005,4,6104,2005,West Coast                              ,Planor,Platismatia                             ,33.0,5,norvegica                               ,244,2019-08-22 17:25:50,
696677856126144,2005,4,6910,2005,West Coast                              ,Ramdil,Ramalina                                ,3.0,0,dilacerata                              ,244,2019-08-22 17:25:50,
696677857126144,2005,4,6912,2005,West Coast                              ,Ramfar,Ramalina                                ,9.0,1,farinacea                               ,244,2019-08-22 17:25:50,
696677858126144,2005,4,6929,2005,West Coast                              ,Ramroe,Ramalina                                ,5.0,1,roesleri                                ,244,2019-08-22 17:25:50,
696677859126144,2005,4,7402,2005,West Coast                              ,Sphglo,Sphaerophorus                           ,47.0,7,globosus                                ,244,2019-08-22 17:25:50,
696677860126144,2005,4,7502,2005,West Coast                              ,Stiful,Sticta                                  ,2.0,0,fuliginosa                              ,244,2019-08-22 17:25:50,
696677861126144,2005,4,8019,2005,West Coast                              ,Usncor,Usnea                                   ,2.0,0,cornuta                                 ,244,2019-08-22 17:25:50,
696677862126144,2005,4,8044,2005,West Coast                              ,Usnlap,Usnea                                   ,3.0,0,lapponica                               ,244,2019-08-22 17:25:50,
696677863126144,2005,4,8046,2005,West Coast                              ,Usnlon,Usnea                                   ,5.0,1,longissima                              ,244,2019-08-22 17:25:50,
696677864126144,2005,4,8152,2005,West Coast                              ,Vulpin,Vulpicida                               ,2.0,0,pinastri                                ,244,2019-08-22 17:25:50,
696677865126144,2005,4,8201,2005,West Coast                              ,Xancan,Xanthoria                               ,3.0,0,candelaria                              ,244,2019-08-22 17:25:50,
696678059126144,2007,4,204,2007,West Coast                              ,Alenig,Alectoria                               ,2.0,1,nigricans                               ,171,2019-08-22 17:25:50,
696678060126144,2007,4,205,2007,West Coast                              ,Alesar,Alectoria                               ,89.0,18,sarmentosa                              ,171,2019-08-22 17:25:50,
696678061126144,2007,4,501,2007,West Coast                              ,Brcpse,Bryocaulon                              ,10.0,2,pseudosatoanum                          ,171,2019-08-22 17:25:50,
696678062126144,2007,4,602,2007,West Coast                              ,Brybic,Bryoria                                 ,14.0,4,bicolor                                 ,171,2019-08-22 17:25:50,
696678063126144,2007,4,603,2007,West Coast                              ,Brycap,Bryoria                                 ,3.0,1,capillaris                              ,171,2019-08-22 17:25:50,
696678064126144,2007,4,605,2007,West Coast                              ,Brycer,Bryoria                                 ,8.0,2,cervinula                               ,171,2019-08-22 17:25:50,
696678065126144,2007,4,610,2007,West Coast                              ,Bryfus,Bryoria                                 ,6.0,1,fuscescens                              ,171,2019-08-22 17:25:50,
696678066126144,2007,4,611,2007,West Coast                              ,Brygla,Bryoria                                 ,36.0,8,glabra                                  ,171,2019-08-22 17:25:50,
696678067126144,2007,4,623,2007,West Coast                              ,Bryten,Bryoria                                 ,38.0,8,tenuis                                  ,171,2019-08-22 17:25:50,
696678068126144,2007,4,625,2007,West Coast                              ,Brytri,Bryoria                                 ,71.0,15,trichodes                               ,171,2019-08-22 17:25:50,
696678072126144,2007,4,1013,2007,West Coast                              ,Cetorb,Cetraria                                ,2.0,1,orbata                                  ,171,2019-08-22 17:25:50,
696678069126144,2007,4,901,2007,West Coast                              ,Cavhul,Cavernularia                            ,52.0,12,hultenii                                ,171,2019-08-22 17:25:50,
696678070126144,2007,4,902,2007,West Coast                              ,Cavlop,Cavernularia                            ,9.0,2,lophyrea                                ,171,2019-08-22 17:25:50,
696678071126144,2007,4,1005,2007,West Coast                              ,Cetchl,Cetraria                                ,21.0,5,chlorophylla                            ,171,2019-08-22 17:25:50,
696678073126144,2007,4,1015,2007,West Coast                              ,Cetpin,Cetraria                                ,4.0,2,pinastri                                ,171,2019-08-22 17:25:50,
696678074126144,2007,4,1017,2007,West Coast                              ,Cetsep,Cetraria                                ,2.0,1,sepincola                               ,171,2019-08-22 17:25:50,
696678075126144,2007,4,1019,2007,West Coast                              ,Cetsub,Cetraria                                ,6.0,2,subalpina                               ,171,2019-08-22 17:25:50,
696678076126144,2007,4,1101,2007,West Coast                              ,Celcet,Cetrelia                                ,5.0,1,cetrarioides                            ,171,2019-08-22 17:25:50,
